HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,class,cluster
80.0,75.0,150.0,75.0,150.0,50.0,Registeel,2
80.0,80.0,90.0,110.0,130.0,110.0,Latias,0
80.0,100.0,120.0,140.0,150.0,110.0,LatiasMega Latias,0
80.0,90.0,80.0,130.0,110.0,110.0,Latios,0
80.0,130.0,100.0,160.0,120.0,110.0,LatiosMega Latios,0
100.0,100.0,90.0,150.0,140.0,90.0,Kyogre,0
100.0,150.0,90.0,180.0,160.0,90.0,KyogrePrimal Kyogre,0
100.0,150.0,140.0,100.0,90.0,90.0,Groudon,0
100.0,180.0,160.0,150.0,90.0,90.0,GroudonPrimal Groudon,0
105.0,150.0,90.0,150.0,90.0,95.0,Rayquaza,0
105.0,180.0,100.0,180.0,100.0,115.0,RayquazaMega Rayquaza,0
100.0,100.0,100.0,100.0,100.0,100.0,Jirachi,0
50.0,150.0,50.0,150.0,50.0,150.0,DeoxysNormal Forme,0
50.0,180.0,20.0,180.0,19.999999999999993,150.0,DeoxysAttack Forme,0
50.0,70.0,160.0,70.0,160.0,90.0,DeoxysDefense Forme,2
50.0,95.0,90.0,95.0,90.0,180.0,DeoxysSpeed Forme,0
55.0,68.0,64.0,45.0,55.0,31.0,Turtwig,1
75.0,89.0,85.0,55.0,65.0,36.0,Grotle,2
95.0,109.0,105.0,75.0,85.0,56.0,Torterra,2
44.0,58.0,44.0,58.0,43.99999999999999,61.0,Chimchar,1
64.0,78.0,52.0,78.0,52.0,81.0,Monferno,1
76.0,104.0,71.0,104.0,71.0,108.0,Infernape,0
53.0,51.0,53.0,61.0,56.0,40.0,Piplup,1
64.0,66.0,68.0,81.0,76.0,50.0,Prinplup,1
84.0,86.0,88.0,111.0,101.0,60.0,Empoleon,2
39.99999999999999,55.0,30.0,30.0,30.0,60.0,Starly,1
55.0,75.0,50.0,40.00000000000001,40.0,80.0,Staravia,1
85.0,120.0,70.0,50.0,60.0,100.0,Staraptor,0
59.0,45.0,40.0,34.99999999999999,40.0,31.0,Bidoof,1
79.0,85.0,60.0,55.0,60.0,71.0,Bibarel,1
36.99999999999999,25.0,41.0,25.0,41.0,25.000000000000007,Kricketot,1
77.0,85.0,51.0,55.0,51.0,65.0,Kricketune,1
45.0,65.0,34.0,40.00000000000001,33.99999999999999,45.0,Shinx,1
60.0,85.0,49.0,60.0,49.0,60.0,Luxio,1
80.0,120.0,79.0,95.0,79.0,70.0,Luxray,0
39.99999999999999,30.0,35.0,50.0,70.0,55.0,Budew,1
60.0,70.0,65.0,125.0,105.0,90.0,Roserade,0
67.0,125.0,40.0,30.0,30.0,58.0,Cranidos,1
97.0,165.0,60.0,65.0,50.0,58.0,Rampardos,2
30.0,42.0,118.0,42.0,88.0,30.0,Shieldon,1
60.0,52.0,168.0,47.0,138.0,30.0,Bastiodon,2
39.99999999999999,29.0,45.0,28.999999999999993,45.0,36.0,Burmy,1
60.0,59.0,85.0,79.0,105.0,36.0,WormadamPlant Cloak,2
60.0,79.0,105.0,59.0,85.0,36.0,WormadamSandy Cloak,2
60.0,69.0,95.0,69.0,95.0,36.0,WormadamTrash Cloak,2
70.0,94.0,50.0,94.0,50.0,66.0,Mothim,1
30.0,30.0,42.0,30.0,42.0,70.0,Combee,1
70.0,80.0,102.0,80.0,102.0,40.0,Vespiquen,2
60.0,45.0,70.0,45.0,90.0,95.0,Pachirisu,1
55.0,65.0,35.0,60.0,30.0,85.0,Buizel,1
85.0,105.0,55.0,85.0,50.0,115.0,Floatzel,0
45.0,34.99999999999999,45.0,62.0,53.0,35.0,Cherubi,1
70.0,60.0,70.0,87.0,78.0,85.0,Cherrim,0
76.0,48.0,48.0,57.0,62.0,34.0,Shellos,1
111.0,83.0,68.0,92.0,82.0,39.0,Gastrodon,2
75.0,100.0,66.0,60.0,66.0,115.0,Ambipom,0
90.0,50.0,34.0,60.0,43.99999999999999,70.0,Drifloon,1
150.0,80.0,44.0,90.0,54.0,80.0,Drifblim,0
55.0,66.0,44.0,44.0,56.0,85.0,Buneary,1
65.0,76.0,84.0,54.0,96.0,105.0,Lopunny,0
65.0,136.0,94.0,54.0,96.0,135.0,LopunnyMega Lopunny,0
60.0,60.0,60.0,105.0,105.0,105.0,Mismagius,0
100.0,125.0,52.0,105.0,52.0,71.0,Honchkrow,0
49.0,55.0,42.0,42.0,37.0,85.0,Glameow,1
71.0,82.0,64.0,64.0,59.0,112.0,Purugly,0
45.0,30.0,50.0,65.0,50.0,45.0,Chingling,1
63.0,63.0,47.0,41.0,41.0,74.0,Stunky,1
103.0,93.0,67.0,71.0,61.0,84.0,Skuntank,0
57.0,23.999999999999993,86.0,24.0,86.0,23.0,Bronzor,1
67.0,89.0,116.0,79.0,116.0,33.0,Bronzong,2
50.0,80.0,95.0,10.0,45.0,9.999999999999993,Bonsly,1
20.0,25.0,45.0,70.0,90.0,60.0,Mime Jr.,1
100.0,5.0,5.0,15.0,65.0,30.0,Happiny,1
76.0,65.0,45.0,92.0,42.0,91.0,Chatot,1
50.0,92.0,108.0,92.0,108.0,35.0,Spiritomb,2
58.0,70.0,45.0,40.00000000000001,45.0,42.0,Gible,1
68.0,90.0,65.0,50.0,55.0,82.0,Gabite,1
108.0,130.0,95.0,80.0,85.0,102.0,Garchomp,0
108.0,170.0,115.0,120.0,95.0,92.0,GarchompMega Garchomp,0
135.0,85.0,40.0,40.00000000000001,85.0,5.000000000000007,Munchlax,2
39.99999999999999,70.0,40.0,34.99999999999999,40.0,60.0,Riolu,1
70.0,110.0,70.0,115.0,70.0,90.0,Lucario,0
70.0,145.0,88.0,140.0,70.0,112.0,LucarioMega Lucario,0
68.0,72.0,78.0,38.0,42.0,31.999999999999993,Hippopotas,1
108.0,112.0,118.0,68.0,72.0,47.0,Hippowdon,2
39.99999999999999,50.0,90.0,30.0,55.0,65.0,Skorupi,1
70.0,90.0,110.0,60.0,75.0,95.0,Drapion,2
48.0,61.0,40.0,61.0,40.0,50.0,Croagunk,1
83.0,106.0,65.0,86.0,65.0,85.0,Toxicroak,0
74.0,100.0,72.0,90.0,72.0,46.0,Carnivine,2
49.0,49.0,56.0,49.0,61.0,66.0,Finneon,1
69.0,69.0,76.0,69.0,86.0,91.0,Lumineon,0
45.0,20.0,50.0,60.0,120.0,50.0,Mantyke,1
60.0,62.0,50.0,62.0,60.0,40.0,Snover,1
90.0,92.0,75.0,92.0,85.0,60.0,Abomasnow,2
90.0,132.0,105.0,132.0,105.0,30.0,AbomasnowMega Abomasnow,2
70.0,120.0,65.0,45.0,85.0,125.0,Weavile,0
70.0,70.0,115.0,130.0,90.0,60.0,Magnezone,2
110.0,85.0,95.0,80.0,95.0,50.0,Lickilicky,2
115.0,140.0,130.0,55.0,55.0,40.0,Rhyperior,2
100.0,100.0,125.0,110.0,50.0,50.0,Tangrowth,2
75.0,123.0,67.0,95.0,85.0,95.0,Electivire,0
75.0,95.0,67.0,125.0,95.0,83.0,Magmortar,0
85.0,50.0,95.0,120.0,115.0,80.0,Togekiss,0
86.0,76.0,86.0,116.0,56.0,95.0,Yanmega,0
65.0,110.0,130.0,60.0,65.0,95.0,Leafeon,2
65.0,60.0,110.0,130.0,95.0,65.0,Glaceon,2
75.0,95.0,125.0,45.0,75.0,95.0,Gliscor,2
110.0,130.0,80.0,70.0,60.0,80.0,Mamoswine,0
85.0,80.0,70.0,135.0,75.0,90.0,Porygon-Z,0
68.0,125.0,65.0,65.0,115.0,80.0,Gallade,0
68.0,165.0,95.0,65.0,115.0,110.0,GalladeMega Gallade,0
60.0,55.0,145.0,75.0,150.0,40.0,Probopass,2
45.0,100.0,135.0,65.0,135.0,45.0,Dusknoir,2
70.0,80.0,70.0,80.0,70.0,110.0,Froslass,0
50.0,50.0,77.0,95.0,77.0,91.0,Rotom,0
50.0,65.0,107.0,105.0,107.0,86.0,RotomHeat Rotom,0
50.0,65.0,107.0,105.0,107.0,86.0,RotomWash Rotom,0
50.0,65.0,107.0,105.0,107.0,86.0,RotomFrost Rotom,0
50.0,65.0,107.0,105.0,107.0,86.0,RotomFan Rotom,0
50.0,65.0,107.0,105.0,107.0,86.0,RotomMow Rotom,0
75.0,75.0,130.0,75.0,130.0,95.0,Uxie,2
80.0,105.0,105.0,105.0,105.0,80.0,Mesprit,0
75.0,125.0,70.0,125.0,70.0,115.0,Azelf,0
100.0,120.0,120.0,150.0,100.0,90.0,Dialga,0
90.0,120.0,100.0,150.0,120.0,100.0,Palkia,0
91.0,90.0,106.0,130.0,106.0,77.0,Heatran,0
110.0,160.0,110.0,80.0,110.0,100.0,Regigigas,0
150.0,100.0,120.0,100.0,120.0,90.0,GiratinaAltered Forme,2
150.0,120.0,100.0,120.0,100.0,90.0,GiratinaOrigin Forme,0
120.0,70.0,120.0,75.0,130.0,85.0,Cresselia,2
80.0,80.0,80.0,80.0,80.0,80.0,Phione,0
100.0,100.0,100.0,100.0,100.0,100.0,Manaphy,0
70.0,90.0,90.0,135.0,90.0,125.0,Darkrai,0
100.0,100.0,100.0,100.0,100.0,100.0,ShayminLand Forme,0
100.0,103.0,75.0,120.0,75.0,127.0,ShayminSky Forme,0
120.0,120.0,120.0,120.0,120.0,120.0,Arceus,0
100.0,100.0,100.0,100.0,100.0,100.0,Victini,0
45.0,45.0,55.0,45.0,55.0,63.0,Snivy,1
60.0,60.0,75.0,60.0,75.0,83.0,Servine,1
75.0,75.0,95.0,75.0,95.0,113.0,Serperior,0
65.0,63.0,45.0,45.0,45.0,45.0,Tepig,1
90.0,93.0,55.0,70.0,55.0,55.0,Pignite,2
110.0,123.0,65.0,100.0,65.0,65.0,Emboar,0
55.0,55.0,45.0,63.0,45.0,45.0,Oshawott,1
75.0,75.0,60.0,83.0,60.0,60.0,Dewott,1
95.0,100.0,85.0,108.0,70.0,70.0,Samurott,0
45.0,55.0,39.00000000000001,34.99999999999999,39.0,42.0,Patrat,1
60.0,85.0,69.0,60.0,69.0,77.0,Watchog,1
45.0,60.0,45.0,25.0,45.0,55.0,Lillipup,1
65.0,80.0,65.0,34.99999999999999,65.0,60.0,Herdier,1
85.0,110.0,90.0,45.0,90.0,80.0,Stoutland,2
41.0,50.0,37.0,50.0,37.0,66.0,Purrloin,1
64.0,88.0,50.0,88.0,50.0,106.0,Liepard,0
50.0,53.0,48.0,53.0,48.0,64.0,Pansage,1
75.0,98.0,63.0,98.0,63.0,101.0,Simisage,0
50.0,53.0,48.0,53.0,48.0,64.0,Pansear,1
75.0,98.0,63.0,98.0,63.0,101.0,Simisear,0
50.0,53.0,48.0,53.0,48.0,64.0,Panpour,1
75.0,98.0,63.0,98.0,63.0,101.0,Simipour,0
76.0,25.0,45.0,67.0,55.0,24.0,Munna,1
116.0,55.0,85.0,107.0,95.0,29.0,Musharna,2
50.0,55.0,50.0,36.0,30.0,43.0,Pidove,1
62.0,77.0,62.0,50.0,42.0,65.0,Tranquill,1
80.0,115.0,80.0,65.0,55.0,93.0,Unfezant,0
45.0,60.0,31.999999999999993,50.0,32.0,76.0,Blitzle,1
75.0,100.0,63.0,80.0,63.0,116.0,Zebstrika,0
55.0,75.0,85.0,25.0,25.0,15.000000000000007,Roggenrola,1
70.0,105.0,105.0,50.0,40.0,20.0,Boldore,2
85.0,135.0,130.0,60.0,80.0,25.000000000000007,Gigalith,2
55.0,45.0,43.0,55.0,43.0,72.0,Woobat,1
67.0,57.0,55.0,77.0,55.0,114.0,Swoobat,0
60.0,85.0,40.0,30.0,45.0,68.0,Drilbur,1
110.0,135.0,60.0,50.0,65.0,88.0,Excadrill,0
103.0,60.0,86.0,60.0,86.0,50.0,Audino,2
103.0,60.0,126.0,80.0,126.0,50.0,AudinoMega Audino,2
75.0,80.0,55.0,25.0,35.0,35.0,Timburr,1
85.0,105.0,85.0,40.00000000000001,50.0,40.0,Gurdurr,2
105.0,140.0,95.0,55.0,65.0,45.0,Conkeldurr,2
50.0,50.0,40.0,50.0,40.0,64.0,Tympole,1
75.0,65.0,55.0,65.0,55.0,69.0,Palpitoad,1
105.0,95.0,75.0,85.0,75.0,74.0,Seismitoad,2
120.0,100.0,85.0,30.0,85.0,45.0,Throh,2
75.0,125.0,75.0,30.0,75.0,85.0,Sawk,2
45.0,53.0,70.0,40.00000000000001,60.0,42.0,Sewaddle,1
55.0,63.0,90.0,50.0,80.0,42.0,Swadloon,1
75.0,103.0,80.0,70.0,80.0,92.0,Leavanny,0
30.0,45.0,59.0,30.0,39.0,57.0,Venipede,1
39.99999999999999,55.0,99.0,40.00000000000001,79.0,47.0,Whirlipede,1
60.0,100.0,89.0,55.0,69.0,112.0,Scolipede,0
39.99999999999999,27.0,60.0,37.0,50.0,66.0,Cottonee,1
60.0,67.0,85.0,77.0,75.0,116.0,Whimsicott,0
45.0,34.99999999999999,50.0,70.0,50.0,30.0,Petilil,1
70.0,60.0,75.0,110.0,75.0,90.0,Lilligant,0
70.0,92.0,65.0,80.0,55.0,98.0,Basculin,0
50.0,72.0,35.0,34.99999999999999,35.0,65.0,Sandile,1
60.0,82.0,45.0,45.0,45.0,74.0,Krokorok,1
95.0,117.00000000000001,80.0,65.0,70.0,92.0,Krookodile,0
70.0,90.0,45.0,15.0,45.0,50.0,Darumaka,1
105.0,140.0,55.0,30.0,55.0,95.0,DarmanitanStandard Mode,0
105.0,30.0,105.0,140.0,105.0,55.0,DarmanitanZen Mode,2
75.0,86.0,67.0,106.0,67.0,60.0,Maractus,0
50.0,65.0,85.0,34.99999999999999,35.0,55.0,Dwebble,1
70.0,95.0,125.0,65.0,75.0,45.0,Crustle,2
50.0,75.0,70.0,34.99999999999999,70.0,48.0,Scraggy,1
65.0,90.0,115.0,45.0,115.0,58.0,Scrafty,2
72.0,58.0,80.0,103.0,80.0,97.0,Sigilyph,0
38.0,30.0,85.0,55.0,65.0,30.0,Yamask,1
58.0,50.0,145.0,95.0,105.0,30.0,Cofagrigus,2
54.0,78.0,103.0,53.0,45.0,22.0,Tirtouga,1
74.0,108.0,133.0,83.0,65.0,31.999999999999993,Carracosta,2
55.0,112.0,45.0,74.0,45.0,70.0,Archen,1
75.0,140.0,65.0,112.0,65.0,110.0,Archeops,0
50.0,50.0,62.0,40.00000000000001,62.0,65.0,Trubbish,1
80.0,95.0,82.0,60.0,82.0,75.0,Garbodor,2
39.99999999999999,65.0,40.0,80.0,40.0,65.0,Zorua,1
60.0,105.0,60.0,120.0,60.0,105.0,Zoroark,0
55.0,50.0,40.0,40.00000000000001,40.0,75.0,Minccino,1
75.0,95.0,60.0,65.0,60.0,115.0,Cinccino,0
45.0,30.0,50.0,55.0,65.0,45.0,Gothita,1
60.0,45.0,70.0,75.0,85.0,55.0,Gothorita,1
70.0,55.0,95.0,95.0,110.0,65.0,Gothitelle,2
45.0,30.0,40.0,105.0,50.0,20.0,Solosis,1
65.0,40.0,50.0,125.0,60.0,30.0,Duosion,1
110.0,65.0,75.0,125.0,85.0,30.0,Reuniclus,2
62.0,44.0,50.0,44.0,50.0,55.0,Ducklett,1
75.0,87.0,63.0,87.0,63.0,98.0,Swanna,0
36.00000000000001,50.0,50.0,65.0,60.0,44.0,Vanillite,1
51.0,65.0,65.0,80.0,75.0,59.0,Vanillish,1
71.0,95.0,85.0,110.0,95.0,79.0,Vanilluxe,0
60.0,60.0,50.0,40.00000000000001,50.0,75.0,Deerling,1
80.0,100.0,70.0,60.0,70.0,95.0,Sawsbuck,0
55.0,75.0,60.0,75.0,60.0,103.0,Emolga,0
50.0,75.0,45.0,40.00000000000001,45.0,60.0,Karrablast,1
70.0,135.0,105.0,60.0,105.0,20.0,Escavalier,2
69.0,55.0,45.0,55.0,55.0,15.000000000000007,Foongus,1
114.0,85.0,70.0,85.0,80.0,30.0,Amoonguss,2
55.0,40.0,50.0,65.0,85.0,40.0,Frillish,1
100.0,60.0,70.0,85.0,105.0,60.0,Jellicent,2
165.0,75.0,80.0,40.00000000000001,45.0,65.0,Alomomola,2
50.0,47.0,50.0,57.0,50.0,65.0,Joltik,1
70.0,77.0,60.0,97.0,60.0,108.0,Galvantula,0
44.0,50.0,91.0,24.0,86.0,9.999999999999993,Ferroseed,1
74.0,94.0,131.0,54.0,116.0,20.0,Ferrothorn,2
39.99999999999999,55.0,70.0,45.0,60.0,30.0,Klink,1
60.0,80.0,95.0,70.0,85.0,50.0,Klang,2
60.0,100.0,115.0,70.0,85.0,90.0,Klinklang,2
35.0,55.0,40.0,45.0,40.0,60.0,Tynamo,1
65.0,85.0,70.0,75.0,70.0,40.0,Eelektrik,2
85.0,115.0,80.0,105.0,80.0,50.0,Eelektross,2
55.0,55.0,55.0,85.0,55.0,30.0,Elgyem,1
75.0,75.0,75.0,125.0,95.0,40.0,Beheeyem,2
50.0,30.0,55.0,65.0,55.0,20.0,Litwick,1
60.0,40.0,60.0,95.0,60.0,55.0,Lampent,1
60.0,55.0,90.0,145.0,90.0,80.0,Chandelure,0
46.0,87.0,60.0,30.0,40.0,57.0,Axew,1
66.0,117.00000000000001,70.0,40.00000000000001,50.0,67.0,Fraxure,1
76.0,147.0,90.0,60.0,70.0,97.0,Haxorus,0
55.0,70.0,40.0,60.0,40.0,40.0,Cubchoo,1
95.0,110.0,80.0,70.0,80.0,50.0,Beartic,2
70.0,50.0,30.0,95.0,135.0,105.0,Cryogonal,0
50.0,40.0,85.0,40.00000000000001,65.0,25.000000000000007,Shelmet,1
80.0,70.0,40.0,100.0,60.0,145.0,Accelgor,0
109.0,66.0,84.0,81.0,99.0,31.999999999999993,Stunfisk,2
45.0,85.0,50.0,55.0,50.0,65.0,Mienfoo,1
65.0,125.0,60.0,95.0,60.0,105.0,Mienshao,0
77.0,120.0,90.0,60.0,90.0,48.0,Druddigon,2
59.0,74.0,50.0,34.99999999999999,50.0,35.0,Golett,1
89.0,124.0,80.0,55.0,80.0,55.0,Golurk,2
45.0,85.0,70.0,40.00000000000001,40.0,60.0,Pawniard,1
65.0,125.0,100.0,60.0,70.0,70.0,Bisharp,2
95.0,110.0,95.0,40.00000000000001,95.0,55.0,Bouffalant,2
70.0,83.0,50.0,37.0,50.0,60.0,Rufflet,1
100.0,123.0,75.0,57.0,75.0,80.0,Braviary,2
70.0,55.0,75.0,45.0,65.0,60.0,Vullaby,1
110.0,65.0,105.0,55.0,95.0,80.0,Mandibuzz,2
85.0,97.0,66.0,105.0,66.0,65.0,Heatmor,0
58.0,109.0,112.0,48.0,48.0,109.0,Durant,0
52.0,65.0,50.0,45.0,50.0,38.0,Deino,1
72.0,85.0,70.0,65.0,70.0,58.0,Zweilous,2
92.0,105.0,90.0,125.0,90.0,98.0,Hydreigon,0
55.0,85.0,55.0,50.0,55.0,60.0,Larvesta,1
85.0,60.0,65.0,135.0,105.0,100.0,Volcarona,0
91.0,90.0,129.0,90.0,72.0,108.0,Cobalion,0
91.0,129.0,90.0,72.0,90.0,108.0,Terrakion,0
91.0,90.0,72.0,90.0,129.0,108.0,Virizion,0
79.0,115.0,70.0,125.0,80.0,111.0,TornadusIncarnate Forme,0
79.0,100.0,80.0,110.0,90.0,121.0,TornadusTherian Forme,0
79.0,115.0,70.0,125.0,80.0,111.0,ThundurusIncarnate Forme,0
79.0,105.0,70.0,145.0,80.0,101.0,ThundurusTherian Forme,0
100.0,120.0,100.0,150.0,120.0,90.0,Reshiram,0
100.0,150.0,120.0,120.0,100.0,90.0,Zekrom,0
89.0,125.0,90.0,115.0,80.0,101.0,LandorusIncarnate Forme,0
89.0,145.0,90.0,105.0,80.0,91.0,LandorusTherian Forme,0
125.0,130.0,90.0,130.0,90.0,95.0,Kyurem,0
125.0,170.0,100.0,120.0,90.0,95.0,KyuremBlack Kyurem,0
125.0,120.0,90.0,170.0,100.0,95.0,KyuremWhite Kyurem,0
91.0,72.0,90.0,129.0,90.0,108.0,KeldeoOrdinary Forme,0
91.0,72.0,90.0,129.0,90.0,108.0,KeldeoResolute Forme,0
100.0,77.0,77.0,128.0,128.0,90.0,MeloettaAria Forme,0
100.0,128.0,90.0,77.0,77.0,128.0,MeloettaPirouette Forme,0
71.0,120.0,95.0,120.0,95.0,99.0,Genesect,0
56.0,61.0,65.0,48.0,45.0,38.0,Chespin,1
61.0,78.0,95.0,56.0,58.0,57.0,Quilladin,1
88.0,107.0,122.0,74.0,75.0,64.0,Chesnaught,2
39.99999999999999,45.0,40.0,62.0,60.0,60.0,Fennekin,1
59.0,59.0,58.0,90.0,70.0,73.0,Braixen,1
75.0,69.0,72.0,114.0,100.0,104.0,Delphox,0
41.0,56.0,40.0,62.0,43.99999999999999,71.0,Froakie,1
54.0,63.0,52.0,83.0,56.0,97.0,Frogadier,1
72.0,95.0,67.0,103.0,71.0,122.0,Greninja,0
38.0,36.0,38.0,31.999999999999993,36.00000000000001,57.0,Bunnelby,1
85.0,56.0,77.0,50.0,77.0,78.0,Diggersby,2
45.0,50.0,43.0,40.00000000000001,38.0,62.0,Fletchling,1
62.0,73.0,55.0,56.0,52.0,84.0,Fletchinder,1
78.0,81.0,71.0,74.0,69.0,126.0,Talonflame,0
38.0,34.99999999999999,40.0,27.0,25.0,35.0,Scatterbug,1
45.0,22.0,60.0,27.0,30.0,29.0,Spewpa,1
80.0,52.0,50.0,90.0,50.0,89.0,Vivillon,1
62.0,50.0,58.0,73.0,54.0,72.0,Litleo,1
86.0,68.0,72.0,109.0,66.0,106.0,Pyroar,0
44.0,38.0,39.00000000000001,61.0,79.0,42.0,Flabébé,1
54.0,45.0,47.0,75.0,98.0,52.0,Floette,1
78.0,65.0,68.0,112.0,154.0,75.0,Florges,0
66.0,65.0,48.0,62.0,57.0,52.0,Skiddo,1
123.0,100.0,62.0,97.0,81.0,68.0,Gogoat,0
67.0,82.0,62.0,46.0,48.0,43.0,Pancham,1
95.0,124.0,78.0,69.0,71.0,58.0,Pangoro,2
75.0,80.0,60.0,65.0,90.0,102.0,Furfrou,0
62.0,48.0,54.0,63.0,60.0,68.0,Espurr,1
74.0,48.0,76.0,83.0,81.0,104.0,MeowsticMale,0
74.0,48.0,76.0,83.0,81.0,104.0,MeowsticFemale,0
45.0,80.0,100.0,34.99999999999999,37.0,28.0,Honedge,1
59.0,110.0,150.0,45.0,49.0,35.0,Doublade,2
60.0,150.0,50.0,150.0,50.0,60.0,AegislashBlade Forme,0
60.0,50.0,150.0,50.0,150.0,60.0,AegislashShield Forme,2
78.0,52.0,60.0,63.0,65.0,23.0,Spritzee,1
101.0,72.0,72.0,99.0,89.0,29.0,Aromatisse,2
62.0,48.0,66.0,59.0,57.0,49.0,Swirlix,1
82.0,80.0,86.0,85.0,75.0,72.0,Slurpuff,2
53.0,54.0,53.0,37.0,46.0,45.0,Inkay,1
86.0,92.0,88.0,68.0,75.0,73.0,Malamar,2
42.0,52.0,67.0,39.0,56.0,50.0,Binacle,1
72.0,105.0,115.0,54.0,86.0,68.0,Barbaracle,2
50.0,60.0,60.0,60.0,60.0,30.0,Skrelp,1
65.0,75.0,90.0,97.0,123.0,44.0,Dragalge,2
50.0,53.0,62.0,58.0,63.0,44.0,Clauncher,1
71.0,73.0,88.0,120.0,89.0,59.0,Clawitzer,2
44.0,38.0,33.0,61.0,43.0,70.0,Helioptile,1
62.0,55.0,52.0,109.0,94.0,109.0,Heliolisk,0
58.0,89.0,77.0,45.0,45.0,48.0,Tyrunt,1
82.0,121.0,119.0,69.0,59.0,71.0,Tyrantrum,2
77.0,59.0,50.0,67.0,63.0,46.0,Amaura,1
123.0,77.0,72.0,99.0,92.0,58.0,Aurorus,2
95.0,65.0,65.0,110.0,130.0,60.0,Sylveon,2
78.0,92.0,75.0,74.0,63.0,118.0,Hawlucha,0
67.0,58.0,57.0,81.0,67.0,101.0,Dedenne,0
50.0,50.0,150.0,50.0,150.0,50.0,Carbink,2
45.0,50.0,35.0,55.0,75.0,40.0,Goomy,1
68.0,75.0,53.0,83.0,113.0,60.0,Sliggoo,2
90.0,100.0,70.0,110.0,150.0,80.0,Goodra,0
57.0,80.0,91.0,80.0,87.0,75.0,Klefki,2
43.0,70.0,48.0,50.0,60.0,38.0,Phantump,1
85.0,110.0,76.0,65.0,82.0,56.0,Trevenant,2
49.0,66.0,70.0,44.0,55.0,51.0,PumpkabooAverage Size,1
44.0,66.0,70.0,44.0,55.0,56.0,PumpkabooSmall Size,1
54.0,66.0,70.0,44.0,55.0,46.0,PumpkabooLarge Size,1
59.0,66.0,70.0,44.0,55.0,41.0,PumpkabooSuper Size,1
65.0,90.0,122.0,58.0,75.0,84.0,GourgeistAverage Size,2
55.0,85.0,122.0,58.0,75.0,99.0,GourgeistSmall Size,2
75.0,95.0,122.0,58.0,75.0,69.0,GourgeistLarge Size,2
85.0,100.0,122.0,58.0,75.0,54.0,GourgeistSuper Size,2
55.0,69.0,85.0,31.999999999999993,35.0,28.0,Bergmite,1
95.0,117.00000000000001,184.0,44.0,46.0,28.0,Avalugg,2
39.99999999999999,30.0,35.0,45.0,40.0,55.0,Noibat,1
85.0,70.0,80.0,97.0,80.0,123.0,Noivern,0
126.0,131.0,95.0,131.0,98.0,99.0,Xerneas,0
126.0,131.0,95.0,131.0,98.0,99.0,Yveltal,0
108.0,100.0,121.0,81.0,95.0,95.0,Zygarde50% Forme,2
50.0,100.0,150.0,100.0,150.0,50.0,Diancie,2
50.0,160.0,110.0,160.0,110.0,110.0,DiancieMega Diancie,0
80.0,110.0,60.0,150.0,130.0,70.0,HoopaHoopa Confined,0
80.0,160.0,60.0,170.0,130.0,80.0,HoopaHoopa Unbound,0
80.0,110.0,120.0,130.0,90.0,70.0,Volcanion,0
